Column1,_1,Cpilot1,Cpilot2,BE1,BE12,BE3,E1,BE4,BE5,OE1,BE6,RG1,RG2,OE2,E2,RG3,BE7,BE8,OE3,OE4,E3,RG4,BE9,OE5,BE10,OE6,BE11,OE7,BE12,RG5,BE13,OE8,OE9,BE14,OE10,OE11,E4,BE15,C001,C002,C003,C004,C005,C006,C007,C008,C009,C10,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,c023,C024,C025,C026
Trial078,BRAIN_3_NORMAL_Normal 4 vessels.png,1.226843263,1.223769987,1.306335371,1.135473702,1.205707549,1.208881382,1.184327103,1.227816548,1.150231277,1.179587717,1.254500116,1.224300176,1.235222833,1.172564993,1.125181617,1.216820362,1.295108074,1.174814337,1.164201116,1.174353252,1.207232069,1.181019219,1.177117034,1.24609872,1.265329336,1.278176335,1.159316999,1.162024734,1.176340007,1.081442387,1.273818718,1.20215245,1.273772284,1.45277893,1.242221047,1.14423173,1.195884109,1.30984251,1.251776575,1.195571209,1.151169352,1.1633278,1.228057452,1.203234666,1.118449316,1.157042376,1.17740011,1.473685625,1.231746783,1.196605749,1.142620812,1.207894448,1.160161857,1.211338428,1.137066492,1.231915915,1.121568343,1.134072469,1.146564605,1.202687904,1.218382174,1.100976512,1.273810713
Trial081,BRAIN_4_NORMAL_Normal Coronal T2.png,1.227053103,1.304722527,1.166924921,1.12066461,1.15494076,1.18096912,1.310834123,1.459495569,1.199800651,1.192752737,1.136055998,1.13863518,1.258272766,1.295500974,1.170313048,1.142019268,1.438370685,1.264712297,1.331053131,1.146358528,1.276102153,1.202987469,1.207216701,1.385931024,1.375809837,1.185988643,1.230447903,1.187240981,1.097079484,1.334333174,1.156081096,1.308318447,1.328607154,1.209300555,1.299682786,1.169508067,1.159555483,1.186007886,1.180791493,1.188450115,1.145107877,1.179783978,1.243468156,1.153560795,1.159581096,1.229923332,1.135267698,1.258888743,1.159451506,1.195817444,1.17531833,1.182976749,1.114299604,1.26325851,1.166973174,1.197715689,1.168973677,1.185354669,1.120543915,1.095085121,1.33700612,1.190519485,1.271237742
Trial096,BRAIN_9_NORMAL_Normal SSS.png,1.248668963,1.4506074,1.279294322,1.202080579,1.328440908,1.406377256,1.207242746,1.513772971,1.104850403,1.189852136,1.198855111,1.287515023,1.377362053,1.496433102,1.277738465,1.448853291,1.472147753,1.307796286,1.327892484,1.261202251,1.061912528,1.359285553,1.273370222,1.453932387,1.539548903,1.337938727,1.330937677,1.253724246,1.174662032,1.403160489,1.345397318,1.297499098,1.27549694,1.568980513,1.411898828,1.481188599,1.185357325,1.184318134,1.324731184,1.282426474,1.186144214,1.15220682,1.334337315,1.057675286,1.281830165,1.268069153,1.33111386,1.232930749,1.305242687,1.326616399,1.293849486,1.227204822,1.109363726,1.1502952,1.319057891,1.175717369,1.130227393,1.426034172,1.128194785,1.433558147,1.115547,1.349874533,1.236386843
Trial099,BRAIN_10_NORMAL_Normal Ax2.png,1.16477429,1.420450005,1.215437698,1.180585747,1.201584915,1.285489804,1.20056509,1.362958712,1.187172349,1.151974729,1.199981339,1.131249749,1.199123049,1.341558845,1.305262038,1.169436396,1.234324364,1.139179361,1.19347858,1.180481179,1.230555125,1.279508883,1.178291288,1.235771846,1.18911807,1.275795605,1.209749603,1.19599998,1.155570265,1.205495131,1.241003662,1.162176918,1.164059021,1.310597562,1.229136272,1.214180549,1.180967279,1.158839255,1.218857109,1.376732694,1.090415413,1.307868079,1.233726115,1.094438749,1.102681151,1.145294099,1.255971388,1.482801214,1.186713461,1.318269376,1.086805574,1.196140489,1.145243974,1.133224654,1.197344234,1.213236083,1.154590562,1.150660799,1.13220921,1.336781988,1.25846895,1.201658967,1.402267548
Trial102,BRAIN_11_NORMAL_Normal T2 post fossa.png,1.20782495,1.28691255,1.082466956,1.071186332,1.337523514,1.271779742,1.316836886,1.2902111,1.145743561,1.102799606,1.325566889,1.077559728,1.289821752,1.280619506,1.185416723,1.162460636,1.371493183,1.140654274,1.160036193,1.154168032,1.188985048,1.197531016,1.161538495,1.159358055,1.316881741,1.168147767,1.247876309,1.154546377,1.101736147,1.423274607,1.391200382,1.194571763,1.227595872,1.412063098,1.306889164,1.118761819,1.101758842,1.261633607,1.284172428,1.271287906,1.217953386,1.145740582,1.173695479,1.089327211,1.224060593,1.17928254,1.132504146,1.654109401,1.224478122,1.279424251,1,1.167039188,1.137783162,1.113430196,1.097814125,1.215298224,1.172079573,1.241872573,1.220967424,1.213034617,1.219779349,1.286154252,1
Trial108,BRAIN_13_NORMAL_T2 CPA.png,1.211280413,1.163490715,1.212906261,1.160201917,1.361113186,1.286572931,1.247696464,1.296966394,1.250150288,1.326005909,1.281443723,1.112436266,1.256755629,1.155050248,1.30897449,1.199343526,1.315285617,1.196863359,1.349076725,1.055406952,1.224627292,1.277925836,1.169860753,1.302902686,1.210034366,1.36136514,1.330006787,1.178518898,1.219857847,1.206096692,1.239166433,1.232015316,1.274277938,1.253937413,1.150935398,1.237763206,1.218929188,1.22160229,1.14832045,1.173935504,1.085736691,1.209649913,1.193684367,1.22464552,1.08159955,1.162628762,1.13098334,1.291170525,1.314124101,1.273959128,1.120838338,1.165618812,1.14581028,1.145775045,1.177561445,1.195283501,1.184489564,1.100809131,1.163968335,1.172115856,1.345416941,1.151230552,1
Trial120,BRAIN_17_NORMAL_Normal ax.png,1.171782095,1.23751912,1.078016252,1.087575197,1.212661552,1.143624505,1.182077565,1.187901912,1.102150676,1.194550184,1.1828681,1.180605805,1.144671192,1.100127345,1.253561605,1.177485379,1.207365032,1.122409894,1.439329684,1.119761593,1.214029777,1.163092515,1.457603205,1.134964245,1.165232334,1.240967039,1.262560658,1.177305625,1.202307406,1.010064149,1.15483166,1.125157727,1.127403775,1.2127175,1.266873603,1,1.093221063,1.156244575,1.176887256,1.094229531,1.124038061,1.517898969,1.219706631,1.086175673,1.264467708,1.147914526,1.132033675,1.683511167,1.217988926,1.353663921,1.425726729,1.250886457,1.117170023,1.117166875,1.132468105,1.157283364,1.150000224,1.569160023,1.128281659,1.107319713,1.192174271,1.345048997,1.26004999
Trial126,BRAIN_19_NORMAL_Normal CTA.png,1.237000722,1.194743163,1.22351759,1.140965081,1.193994577,1.207652574,1.224532384,1.314689164,1.318496928,1.213988983,1.377118099,1.153644907,1.221790088,1.138886871,1.122503548,1.357793784,1.185691583,1.204373179,1.233742455,1.13888955,1.33211869,1.334115515,1.179616796,1.234692185,1.311024704,1.464806906,1.230024226,1.383346845,1.230929908,1.222417918,1.419651436,1.375864463,1.221753955,1.528834431,1.322963191,1,1.454753144,1.217468376,1.24165534,1.147495899,1.124641627,1.169749628,1.099793178,1.1268494,1.180712407,1.248301083,1.12591869,1.298126475,1.235468135,1.321873021,1.129953504,1.143613027,1.254200295,1.201592365,1.259253096,1.114181821,1.086161959,1.182912878,1.106110846,1.183479739,1.204877757,1.254214306,1.196559145
Trial135,BRAIN_22_NORMAL_Normal Insula.png,1.214879742,1.124395848,1.10935966,1.127749961,1.150688685,1.150225358,1.292106061,1.216192936,1.236512616,1.356797937,1.232528443,1.079985681,1.199020241,1.153532325,1.133150916,1.17696709,1.249725499,1.178651678,1.491319249,1.127038541,1.165734644,1.248776919,1.132317031,1.245248707,1.169726493,1.288188372,1.141715861,1.192498659,1.066092027,1.116440728,1.158047681,1.165109385,1.231364042,1.257778874,1.23299263,1,1.176679302,1.161677338,1.143163382,1.187121086,1.15589819,1.339761265,1.193449365,1.16189356,1.156979183,1.186962848,1.121839619,1.652042836,1.259035158,1.145798923,1,1.202057347,1.108066767,1.12946094,1.129247566,1.134426008,1.123915344,1.121516749,1.060167442,1.131915421,1.205855322,1.167362094,1.373494262
Trial138,BRAIN_23_NORMAL_norm T1+.png,1.245684348,1.104407826,1.273208923,1.14090501,1.207449619,1.192637241,1.187111918,1.172584238,1.141114818,1.207463026,1.131128448,1.336825554,1.353917738,1.211333332,1.225632396,1.272759326,1.380271287,1.323299614,1.250168934,1.156467865,1.434554094,1.253979645,1.263080524,1.376978001,1.541650371,1.35595116,1.324776921,1.28277883,1.083851592,1.498462714,1.213831221,1.28964458,1.192006729,1.190399466,1.328727871,1,1.159000171,1.168654369,1.337138789,1.125250844,1.086400521,1.207242787,1.185410473,1.122909591,1.164594643,1.19072275,1.15598754,1.225984884,1.163564602,1.25289677,1.137019372,1.228114683,1.157595601,1.095993403,1.20638201,1.120900512,1.117913021,1.198298621,1.106497355,1.147198748,1.497881919,1.222892224,1.693389103
